Parm,Delta,B0,B1,B2,S2,T2
0.0,0.0,3.2784870950827028,1.9239242920634212,4.900978410582403,0.7320123995109157,0.8906252198312803
0.0,0.0,2.968989384858311,1.9395148083533458,4.9875698776960915,0.8243575459371772,0.04648550653810605
0.0,0.0,2.761560928401188,1.9858133196058692,5.011603306897435,1.4611643798708203,0.36663343092994477
0.0,0.0,3.5488751177182465,1.9819409094123885,4.922284503852448,0.5311860885448425,1.479508598253986
0.0,0.0,3.0618492429264705,2.0356058906132395,5.026740519768885,0.2850419813656201,1.4237685858509126
0.0,0.0,2.819650861294967,1.9640891873266473,4.981767992018731,1.0200007647911207,1.2592206888990738
0.0,0.0,3.176375754340814,1.8799214696713198,4.917023908116265,0.9529909107665593,0.1778650353694522
0.0,0.0,2.938324306460995,1.876758765082567,5.04815306275289,0.9932376371949426,0.7587883919961567
0.0,0.0,3.2166369254918976,2.1936657548626264,4.953679238739109,1.2014599612119248,0.515759050886067
0.0,0.0,3.2651577763390094,1.9883494643910717,5.026227540029855,0.789478873444136,0.6827769459298622
0.0,0.0,2.802997549963237,1.9019961191660255,5.016043599900737,0.9322639075179233,0.9186329981971727
0.0,0.0,3.3574769247067806,1.8999938763097453,4.992272261196116,0.5922102257733123,2.1810341290581214
0.0,0.0,3.604839481290398,1.9951999546300991,4.941017281779554,0.8530046055820268,0.8145959677090573
0.0,0.0,3.257649951037493,1.9408655972532278,5.001878825957525,0.696080969605602,1.152967273018492
0.0,0.0,2.8450761583001523,2.0939746528390035,4.981763817794749,0.5891669643622591,1.9901439116339625
0.0,0.0,3.487342112948177,2.052738872244195,4.9197464617694715,0.6707276411161187,1.8404572856625607
0.0,0.0,2.720991499521432,1.9554460550650101,4.986978729536762,0.8451783296323035,1.3500107028476211
0.0,0.0,3.019675925249288,1.9970094771022273,5.026535259519622,0.3756711419568971,2.046081975691054
0.0,0.0,2.318167529406228,1.9597820305109381,5.058645145508754,0.625071869010431,1.864693855621835
0.0,0.0,2.6202588847624284,1.918953601691742,5.070283692409734,1.486011361234245,0.4610846252247638
0.0,0.0,2.7265826402204354,1.965955260531271,5.023327183483031,0.7296607828499927,1.4593189334187915
0.0,0.0,3.2491335967316672,1.9852093304346508,5.019467958347385,0.9259877252605304,0.7504972845204826
0.0,0.0,3.1471651765321127,1.9664864641793747,4.968575645062518,0.6988886507665066,0.4568873996185761
0.0,0.0,3.1152936628338566,2.090665905595015,4.959264683424447,1.167306833683072,1.0188508401846272
0.0,0.0,3.1185903084503934,2.1714178505236985,5.015030975201854,0.2622837980905272,1.8231261881876857
0.0,0.0,2.5933504571056716,2.0248429782713195,5.031422166276692,0.8468598815833674,1.0697056451250264
0.0,0.0,3.2949834155632445,2.165225740794859,4.971817835772387,0.7308050442520866,1.6385586359610769
0.0,0.0,3.5057216521402346,2.043482012012865,4.945371590374728,0.2964663656895403,1.3596325213751757
0.0,0.0,2.780335438072491,2.1393359516210984,4.998518387313283,1.055768647151549,0.489264197272941
0.0,0.0,2.778693774308241,1.9381806288691832,5.045680011802267,0.5442806114036871,0.6379270106880472
0.0,0.0,3.314673637136618,1.884704492347279,4.968711033203343,0.43954129884400206,1.7839355389510487
0.0,0.0,3.6867219441864982,1.987473466205674,4.918156632451362,0.7690552869475479,1.2900457014802857
0.0,0.0,3.2341166871372167,2.055717806398013,4.975100800109229,0.9301208610313926,0.9978951031087313
0.0,0.0,3.5266339341245327,1.9420374910625875,4.959158665325461,1.2232027661063372,0.5750047239186439
0.0,0.0,3.4013675931615097,1.8416517666959344,4.953756010480983,0.651826626834002,0.7008708156473775
0.0,0.0,2.869542409553823,1.9437558938763169,5.060501540544942,0.47598044147864516,1.5328861113135197
0.0,0.0,2.5506962938498177,1.9448810048643017,5.045567428153706,0.5694289402452039,1.548067001844278
0.0,0.0,3.398042089526477,1.8320409744652504,5.0088451783947425,1.1294496839584451,0.27713974212900916
0.0,0.0,2.9896209136450906,1.8184492112001813,4.9874136538236975,0.6885094578504501,2.555342286064686
0.0,0.0,3.0331880302630836,1.841719971491354,5.004077406542268,1.1651334505510038,0.7788126613714405
0.0,0.0,3.5357551939981313,2.2830621938096027,4.9542643512020295,1.1026106934680657,0.5447168775224847
0.0,0.0,3.1105642974916066,2.047261128796897,4.942255331701358,0.771091310672194,0.8702488125266304
0.0,0.0,3.0992932444599646,2.052565452538241,4.976869911092742,1.0935657107873393,0.9392196321098074
0.0,0.0,2.5575112802479616,2.0317968793211096,5.046632610737253,1.129730165899254,0.7124397646045675
0.0,0.0,3.507109027172177,2.1753210016515894,4.974270744139715,1.3399577926312463,1.223922361444235
0.0,0.0,2.8400330397493576,2.0961018673710847,5.029471041241493,1.0414869951825267,0.6967738674757993
0.0,0.0,3.4707962627659548,2.031298297461755,4.975785998315407,0.9200778657151315,1.1039337127031719
0.0,0.0,3.4889686442817833,2.115105150412837,4.951075408980102,0.4016492969561438,0.8987452899935268
0.0,0.0,2.7862394141078255,1.9925967111991525,5.062141576077148,0.6977919765803913,1.3665257862721005
0.0,0.0,2.8443340339266854,1.8959525362043368,5.062440278419618,0.7580273484271928,1.151258562408764
0.0,0.0,2.5906128460920534,2.1079765146628873,5.093591282019494,0.542210582784106,1.566345208086149
0.0,0.0,3.2792560255347922,1.9699630728457769,4.997845926395215,0.2776760904742181,2.2240737048296615
0.0,0.0,3.021259232046166,2.004774292681551,5.020097400092103,1.323446768085747,0.2044419610566402
0.0,0.0,2.6436159785473166,1.96166575068914,5.066190992976868,1.0059358175462692,0.8469756254935676
0.0,0.0,3.280082853870944,2.0905448844500683,5.004403811389939,1.2877110196258963,0.3891215817195234
0.0,0.0,2.731209202497176,1.9152354883392924,5.02834677732385,1.2608547238194914,0.4313934851972219
0.0,0.0,3.4482816249645865,2.0824608409740306,4.9106425154261,0.6052421659997771,1.1227381080751764
0.0,0.0,3.905966375297403,1.9000931948098978,4.971300949944922,0.9447275489926293,1.570097255021973
0.0,0.0,2.812399527224219,2.0124513834490556,5.049761330413974,1.2252972559051631,0.5901239235528457
0.0,0.0,2.8565407597426997,2.0474019504359364,4.97295243057027,1.126887259469765,0.7450013309674867
0.0,0.0,2.679403131509414,2.0050087606197224,4.998747935499297,0.9138365827483637,0.6163991730743505
0.0,0.0,2.902636500076923,2.1402985562227457,5.009552244613606,0.4280964788508057,1.5999000929848222
0.0,0.0,3.1776735577512127,1.979451904087214,4.999117561212834,0.9160553337464648,1.123351619440256
0.0,0.0,3.015013558099387,2.197014157218515,5.001150953391916,1.2811190958894974,0.5110888504186818
0.0,0.0,3.5189615292055194,1.9375484793701727,4.970446593925776,0.5601977447510014,1.2872281703485056
0.0,0.0,3.285545418472239,2.1475211065801605,4.994288642822894,0.8347954613149242,0.9288359599117573
0.0,0.0,3.457778045610908,2.146959703320753,4.907163963580921,1.2200690866336754,0.8084875583163201
0.0,0.0,2.6894832502460524,2.1009577913061754,5.0034171300763415,1.7128118607801928,0.12166276675860738
0.0,0.0,2.8547454378794086,2.1694295142010085,4.994791745785061,0.4704833218016194,1.3434869813592927
0.0,0.0,3.6755481733097852,2.0973647183372113,4.911075835451798,0.6990572473859491,1.4104642381089074
0.0,0.0,3.1316281244679516,1.9953522188404842,4.956191283919808,0.47757589488272423,1.0691255610472634
0.0,0.0,2.9445091994607964,1.8023550755789786,5.017667924939972,0.9476016722354432,1.2308013638548774
0.0,0.0,2.8370112371271965,1.9584926880577957,5.027625990628264,0.997713608917614,1.188546738714781
