t,B0,B1,B2,S2,T2,OOC,Predicted Parameter,Predicted Shift Size
1.0,-0.0115238733077425,-0.0756996706385253,-0.0244172007457148,-1.6311904650960225,3.958679452375732,False,-,-
2.0,0.4882656951392534,0.1401170644002682,-0.0734473805970736,-2.542233564036978,2.953354806571216,False,-,-
3.0,-1.005478816102984,0.1826973036413726,0.1264819870375078,-2.4679132813041385,8.91750867472553,False,-,-
4.0,0.223957364777287,-0.0720388324214642,-0.0504573880454275,-1.4716614155278,10.78563984851029,False,-,-
5.0,-0.0115238733077425,-0.0756996706385253,-0.0244172007457148,-1.6311904650960225,14.114918436539195,False,-,-
6.0,-0.2799297063030517,0.4863642418241118,-0.215283017143296,4.343866659889775,41.320533541449606,True,S2,large
7.0,1.0038542610481862,-0.1392867552770837,-0.0489280116805836,-2.375578032224458,15.940169806066539,True,B0,small
8.0,-0.1525391947246355,0.2875751953309318,0.0180952873485855,-0.5401350750635182,21.335965446795747,True,B1,medium
