ARL,SDRL,MRL,L,Phi,Phi2,Delta,Parameter_string
202.04903333333334,200.53482697293646,139.0,12.96,0.1,0.01,0.0,"phi=0.1,phi2=0.01"
204.1685,199.2851017372264,141.0,13.04,0.1,0.05,0.0,"phi=0.1,phi2=0.05"
198.17123333333333,141.2341546716382,161.0,12.8,0.1,0.09,0.0,"phi=0.1,phi2=0.09"
172.19243333333333,169.0567871143073,121.0,13.9,0.25,0.05,0.0,"phi=0.25,phi2=0.05"
203.11343333333335,197.6939655955105,141.0,14.3778,0.25,0.1,0.0,"phi=0.25,phi2=0.1"
163.10146666666665,146.48426617848378,119.0,13.9,0.25,0.2,0.0,"phi=0.25,phi2=0.2"
87.27863333333333,83.36097406340025,62.0,12.96,0.1,0.01,0.25,"phi=0.1,phi2=0.01"
77.60083333333333,68.4786611481189,58.0,13.04,0.1,0.05,0.25,"phi=0.1,phi2=0.05"
94.75096666666667,46.708170046208785,87.0,12.8,0.1,0.09,0.25,"phi=0.1,phi2=0.09"
104.3963,102.46342231731607,73.0,13.9,0.25,0.05,0.25,"phi=0.25,phi2=0.05"
114.17363333333333,110.35578108160995,80.0,14.3778,0.25,0.1,0.25,"phi=0.25,phi2=0.1"
90.27736666666667,71.7090666122415,70.0,13.9,0.25,0.2,0.25,"phi=0.25,phi2=0.2"
31.049166666666668,25.558001016750552,24.0,12.96,0.1,0.01,0.5,"phi=0.1,phi2=0.01"
28.8841,20.55918611853754,24.0,13.04,0.1,0.05,0.5,"phi=0.1,phi2=0.05"
52.12506666666667,19.83028050723326,50.0,12.8,0.1,0.09,0.5,"phi=0.1,phi2=0.09"
43.3285,39.56167068957023,31.0,13.9,0.25,0.05,0.5,"phi=0.25,phi2=0.05"
43.79816666666667,38.441458912293584,33.0,14.3778,0.25,0.1,0.5,"phi=0.25,phi2=0.1"
42.184266666666666,25.44593312225398,36.0,13.9,0.25,0.2,0.5,"phi=0.25,phi2=0.2"
15.397033333333333,10.90627943887781,13.0,12.96,0.1,0.01,0.75,"phi=0.1,phi2=0.01"
15.7631,9.609133418610996,14.0,13.04,0.1,0.05,0.75,"phi=0.1,phi2=0.05"
34.5151,12.109788271889812,34.0,12.8,0.1,0.09,0.75,"phi=0.1,phi2=0.09"
20.170566666666666,16.434717531663132,16.0,13.9,0.25,0.05,0.75,"phi=0.25,phi2=0.05"
