ARL,SDRL,MRL,L,Phi,Phi2,Delta,Parameter_string
20.644233333333332,15.259556461844564,17.0,14.3778,0.25,0.1,0.75,"phi=0.25,phi2=0.1"
25.374433333333332,12.12395011312549,23.0,13.9,0.25,0.2,0.75,"phi=0.25,phi2=0.2"
9.420166666666667,6.0398752723508755,8.0,12.96,0.1,0.01,1.0,"phi=0.1,phi2=0.01"
10.202233333333334,5.579426644278863,9.0,13.04,0.1,0.05,1.0,"phi=0.1,phi2=0.05"
25.213333333333335,8.4585906364805,25.0,12.8,0.1,0.09,1.0,"phi=0.1,phi2=0.09"
11.459433333333333,8.123054906389727,9.0,13.9,0.25,0.05,1.0,"phi=0.25,phi2=0.05"
12.312133333333334,7.95996060180088,11.0,14.3778,0.25,0.1,1.0,"phi=0.25,phi2=0.1"
17.6735,7.374521300848392,17.0,13.9,0.25,0.2,1.0,"phi=0.25,phi2=0.2"
6.539633333333334,3.908259953682144,6.0,12.96,0.1,0.01,1.25,"phi=0.1,phi2=0.01"
7.388,3.7505363172040695,7.0,13.04,0.1,0.05,1.25,"phi=0.1,phi2=0.05"
19.273466666666668,6.6063617810578785,19.0,12.8,0.1,0.09,1.25,"phi=0.1,phi2=0.09"
7.589833333333333,4.816893532719563,7.0,13.9,0.25,0.05,1.25,"phi=0.25,phi2=0.05"
8.306033333333334,4.718076260393518,7.0,14.3778,0.25,0.1,1.25,"phi=0.25,phi2=0.1"
13.241266666666666,5.147768810745961,13.0,13.9,0.25,0.2,1.25,"phi=0.25,phi2=0.2"
4.8702,2.733316415394798,4.0,12.96,0.1,0.01,1.5,"phi=0.1,phi2=0.01"
5.6423,2.7098863524755674,5.0,13.04,0.1,0.05,1.5,"phi=0.1,phi2=0.05"
15.190266666666666,5.3140817891920165,15.0,12.8,0.1,0.09,1.5,"phi=0.1,phi2=0.09"
5.525166666666666,3.2125742490338736,5.0,13.9,0.25,0.05,1.5,"phi=0.25,phi2=0.05"
6.1504,3.1809820035119136,6.0,14.3778,0.25,0.1,1.5,"phi=0.25,phi2=0.1"
10.4715,3.9712115384770597,10.0,13.9,0.25,0.2,1.5,"phi=0.25,phi2=0.2"
3.7907333333333333,2.045468356038674,3.0,12.96,0.1,0.01,1.75,"phi=0.1,phi2=0.01"
4.551633333333333,2.095932727663006,4.0,13.04,0.1,0.05,1.75,"phi=0.1,phi2=0.05"
12.151366666666666,4.505809745823225,12.0,12.8,0.1,0.09,1.75,"phi=0.1,phi2=0.09"
4.269266666666667,2.3049285156425614,4.0,13.9,0.25,0.05,1.75,"phi=0.25,phi2=0.05"
4.8228333333333335,2.345530211321573,4.0,14.3778,0.25,0.1,1.75,"phi=0.25,phi2=0.1"
8.542166666666667,3.209645147399043,8.0,13.9,0.25,0.2,1.75,"phi=0.25,phi2=0.2"
3.0795333333333335,1.593070760791525,3.0,12.96,0.1,0.01,2.0,"phi=0.1,phi2=0.01"
3.7451,1.6891988209404678,4.0,13.04,0.1,0.05,2.0,"phi=0.1,phi2=0.05"
9.882033333333334,3.8337167169152644,10.0,12.8,0.1,0.09,2.0,"phi=0.1,phi2=0.09"
3.4233666666666664,1.7475108007931992,3.0,13.9,0.25,0.05,2.0,"phi=0.25,phi2=0.05"
3.924,1.8520323971248451,4.0,14.3778,0.25,0.1,2.0,"phi=0.25,phi2=0.1"
7.018633333333334,2.691583077959058,7.0,13.9,0.25,0.2,2.0,"phi=0.25,phi2=0.2"
2.5932333333333335,1.2792344894071959,2.0,12.96,0.1,0.01,2.25,"phi=0.1,phi2=0.01"
3.156,1.3850381462857502,3.0,13.04,0.1,0.05,2.25,"phi=0.1,phi2=0.05"
8.099766666666667,3.2959793606082486,8.0,12.8,0.1,0.09,2.25,"phi=0.1,phi2=0.09"
2.8667,1.4021166534921408,3.0,13.9,0.25,0.05,2.25,"phi=0.25,phi2=0.05"
3.2668666666666666,1.4930222756394345,3.0,14.3778,0.25,0.1,2.25,"phi=0.25,phi2=0.1"
5.876933333333334,2.3068567204941206,6.0,13.9,0.25,0.2,2.25,"phi=0.25,phi2=0.2"
2.2173,1.0580551545170036,2.0,12.96,0.1,0.01,2.5,"phi=0.1,phi2=0.01"
2.7150666666666665,1.191615008670539,3.0,13.04,0.1,0.05,2.5,"phi=0.1,phi2=0.05"
6.685766666666667,2.9067319700233036,7.0,12.8,0.1,0.09,2.5,"phi=0.1,phi2=0.09"
2.4398,1.14372605694429,2.0,13.9,0.25,0.05,2.5,"phi=0.25,phi2=0.05"
2.8002666666666665,1.2328989937902006,3.0,14.3778,0.25,0.1,2.5,"phi=0.25,phi2=0.1"
5.0105,2.0136674046790017,5.0,13.9,0.25,0.2,2.5,"phi=0.25,phi2=0.2"
1.9461,0.8959881639843241,2.0,12.96,0.1,0.01,2.75,"phi=0.1,phi2=0.01"
2.3762,1.0219948923551427,2.0,13.04,0.1,0.05,2.75,"phi=0.1,phi2=0.05"
5.5734,2.5263304956662607,5.0,12.8,0.1,0.09,2.75,"phi=0.1,phi2=0.09"
2.1271,0.965787549101768,2.0,13.9,0.25,0.05,2.75,"phi=0.25,phi2=0.05"
2.4297666666666666,1.065676911117478,2.0,14.3778,0.25,0.1,2.75,"phi=0.25,phi2=0.1"
4.255733333333334,1.7646908498531848,4.0,13.9,0.25,0.2,2.75,"phi=0.25,phi2=0.2"
1.7275333333333334,0.7672213384820721,2.0,12.96,0.1,0.01,3.0,"phi=0.1,phi2=0.01"
2.0934666666666666,0.8932696395203907,2.0,13.04,0.1,0.05,3.0,"phi=0.1,phi2=0.05"
4.600233333333334,2.231595829346245,4.0,12.8,0.1,0.09,3.0,"phi=0.1,phi2=0.09"
1.8814666666666666,0.8299497066422492,2.0,13.9,0.25,0.05,3.0,"phi=0.25,phi2=0.05"
2.1325,0.9176112557432295,2.0,14.3778,0.25,0.1,3.0,"phi=0.25,phi2=0.1"
3.6251333333333333,1.5691425415033382,4.0,13.9,0.25,0.2,3.0,"phi=0.25,phi2=0.2"
