ARL,SDRL,MRL,L,Phi,Phi2,Delta,Parameter_string
198.77583333333334,150.9420373829158,163.0,10.85625,0.1,0.01,0.0,"phi=0.1,phi2=0.01"
202.3648,154.39590081225168,167.0,11.1625,0.1,0.05,0.0,"phi=0.1,phi2=0.05"
199.70413333333335,157.94603845274358,161.0,11.484375,0.1,0.09,0.0,"phi=0.1,phi2=0.09"
203.30393333333333,180.06249866235024,150.0,12.55375,0.25,0.05,0.0,"phi=0.25,phi2=0.05"
194.2489,173.87490488506384,143.0,12.478125,0.25,0.1,0.0,"phi=0.25,phi2=0.1"
201.69443333333334,182.94798275925015,146.0,12.55375,0.25,0.2,0.0,"phi=0.25,phi2=0.2"
72.26403333333333,49.10357271182572,62.0,10.85625,0.1,0.01,0.25,"phi=0.1,phi2=0.01"
75.87823333333333,51.767708785292875,64.0,11.1625,0.1,0.05,0.25,"phi=0.1,phi2=0.05"
80.3395,55.83658692783792,67.0,11.484375,0.1,0.09,0.25,"phi=0.1,phi2=0.09"
95.24726666666666,78.7352838685568,74.0,12.55375,0.25,0.05,0.25,"phi=0.25,phi2=0.05"
96.68773333333333,80.72421583925248,73.0,12.478125,0.25,0.1,0.25,"phi=0.25,phi2=0.1"
111.22536666666667,97.64546504164383,83.0,12.55375,0.25,0.2,0.25,"phi=0.25,phi2=0.2"
29.8778,17.24004641795762,27.0,10.85625,0.1,0.01,0.5,"phi=0.1,phi2=0.01"
31.490933333333334,17.9947061973484,28.0,11.1625,0.1,0.05,0.5,"phi=0.1,phi2=0.05"
33.39066666666667,19.48706869239759,30.0,11.484375,0.1,0.09,0.5,"phi=0.1,phi2=0.09"
37.5858,26.01115859959593,31.0,12.55375,0.25,0.05,0.5,"phi=0.25,phi2=0.05"
39.14993333333334,27.702408800118608,32.0,12.478125,0.25,0.1,0.5,"phi=0.25,phi2=0.1"
46.1007,34.621215453966954,37.0,12.55375,0.25,0.2,0.5,"phi=0.25,phi2=0.2"
16.977666666666668,8.630042558154367,16.0,10.85625,0.1,0.01,0.75,"phi=0.1,phi2=0.01"
17.833,9.096738115024161,16.0,11.1625,0.1,0.05,0.75,"phi=0.1,phi2=0.05"
18.72746666666667,9.628384716497823,17.0,11.484375,0.1,0.09,0.75,"phi=0.1,phi2=0.09"
19.7951,11.657265945466515,17.0,12.55375,0.25,0.05,0.75,"phi=0.25,phi2=0.05"
20.476233333333333,12.398657258438199,18.0,12.478125,0.25,0.1,0.75,"phi=0.25,phi2=0.1"
23.9037,15.482227218437705,20.0,12.55375,0.25,0.2,0.75,"phi=0.25,phi2=0.2"
11.3594,5.329981079391058,11.0,10.85625,0.1,0.01,1.0,"phi=0.1,phi2=0.01"
11.790766666666666,5.532725797069249,11.0,11.1625,0.1,0.05,1.0,"phi=0.1,phi2=0.05"
12.4562,5.726215873215632,12.0,11.484375,0.1,0.09,1.0,"phi=0.1,phi2=0.09"
12.529933333333334,6.3982578875468565,11.0,12.55375,0.25,0.05,1.0,"phi=0.25,phi2=0.05"
12.9229,6.757989512914818,12.0,12.478125,0.25,0.1,1.0,"phi=0.25,phi2=0.1"
14.842,8.303045786537211,13.0,12.55375,0.25,0.2,1.0,"phi=0.25,phi2=0.2"
8.3352,3.657491074493552,8.0,10.85625,0.1,0.01,1.25,"phi=0.1,phi2=0.01"
8.666633333333333,3.761626421140491,8.0,11.1625,0.1,0.05,1.25,"phi=0.1,phi2=0.05"
9.1239,3.916973592371199,9.0,11.484375,0.1,0.09,1.25,"phi=0.1,phi2=0.09"
8.9717,4.08579234788064,8.0,12.55375,0.25,0.05,1.25,"phi=0.25,phi2=0.05"
9.223166666666666,4.266969647445623,9.0,12.478125,0.25,0.1,1.25,"phi=0.25,phi2=0.1"
10.293066666666666,5.122100343500593,9.0,12.55375,0.25,0.2,1.25,"phi=0.25,phi2=0.2"
6.5064,2.778517417616812,6.0,10.85625,0.1,0.01,1.5,"phi=0.1,phi2=0.01"
6.780733333333333,2.8421451045918737,7.0,11.1625,0.1,0.05,1.5,"phi=0.1,phi2=0.05"
7.1058,2.9366658577373084,7.0,11.484375,0.1,0.09,1.5,"phi=0.1,phi2=0.09"
6.906766666666667,2.9123657414930255,7.0,12.55375,0.25,0.05,1.5,"phi=0.25,phi2=0.05"
7.052066666666667,3.0005370178612285,7.0,12.478125,0.25,0.1,1.5,"phi=0.25,phi2=0.1"
7.763366666666666,3.4857669647040694,7.0,12.55375,0.25,0.2,1.5,"phi=0.25,phi2=0.2"
5.270466666666667,2.280668275357515,5.0,10.85625,0.1,0.01,1.75,"phi=0.1,phi2=0.01"
5.5253,2.305029264456311,6.0,11.1625,0.1,0.05,1.75,"phi=0.1,phi2=0.05"
5.7726,2.377412299118519,6.0,11.484375,0.1,0.09,1.75,"phi=0.1,phi2=0.09"
5.5450333333333335,2.23612134410357,5.0,12.55375,0.25,0.05,1.75,"phi=0.25,phi2=0.05"
5.692633333333333,2.344914866732313,6.0,12.478125,0.25,0.1,1.75,"phi=0.25,phi2=0.1"
6.1971,2.635030345808817,6.0,12.55375,0.25,0.2,1.75,"phi=0.25,phi2=0.2"
4.4141,1.9884553108715652,5.0,10.85625,0.1,0.01,2.0,"phi=0.1,phi2=0.01"
4.592366666666667,2.0215509884464673,5.0,11.1625,0.1,0.05,2.0,"phi=0.1,phi2=0.05"
4.8109,2.088972919084081,5.0,11.484375,0.1,0.09,2.0,"phi=0.1,phi2=0.09"
4.632,1.8990811813435815,5.0,12.55375,0.25,0.05,2.0,"phi=0.25,phi2=0.05"
4.7133,1.9440944190033569,5.0,12.478125,0.25,0.1,2.0,"phi=0.25,phi2=0.1"
5.1159,2.156772401066,5.0,12.55375,0.25,0.2,2.0,"phi=0.25,phi2=0.2"
3.7398333333333333,1.8210107007434697,4.0,10.85625,0.1,0.01,2.25,"phi=0.1,phi2=0.01"
3.9215,1.8462947805447174,4.0,11.1625,0.1,0.05,2.25,"phi=0.1,phi2=0.05"
4.097,1.903835864774062,4.0,11.484375,0.1,0.09,2.25,"phi=0.1,phi2=0.09"
3.8979666666666666,1.6796296810772176,4.0,12.55375,0.25,0.05,2.25,"phi=0.25,phi2=0.05"
3.9922333333333335,1.7358493633441303,4.0,12.478125,0.25,0.1,2.25,"phi=0.25,phi2=0.1"
4.322033333333334,1.9127801404122626,5.0,12.55375,0.25,0.2,2.25,"phi=0.25,phi2=0.2"
3.1890666666666667,1.6814241371197478,4.0,10.85625,0.1,0.01,2.5,"phi=0.1,phi2=0.01"
3.3421,1.7281206333278165,4.0,11.1625,0.1,0.05,2.5,"phi=0.1,phi2=0.05"
3.5216666666666665,1.7777506074312623,4.0,11.484375,0.1,0.09,2.5,"phi=0.1,phi2=0.09"
3.3636333333333335,1.5401744919182228,4.0,12.55375,0.25,0.05,2.5,"phi=0.25,phi2=0.05"
3.4181666666666666,1.5946274294921963,4.0,12.478125,0.25,0.1,2.5,"phi=0.25,phi2=0.1"
3.6942,1.7500913385687427,4.0,12.55375,0.25,0.2,2.5,"phi=0.25,phi2=0.2"
2.7709333333333332,1.5770421032919686,3.0,10.85625,0.1,0.01,2.75,"phi=0.1,phi2=0.01"
2.878,1.620858620196921,4.0,11.1625,0.1,0.05,2.75,"phi=0.1,phi2=0.05"
3.010866666666667,1.6756536780877154,4.0,11.484375,0.1,0.09,2.75,"phi=0.1,phi2=0.09"
2.8797,1.4416753830179663,3.0,12.55375,0.25,0.05,2.75,"phi=0.25,phi2=0.05"
2.9432,1.485341855152095,3.0,12.478125,0.25,0.1,2.75,"phi=0.25,phi2=0.1"
3.1783333333333332,1.6356437740399208,4.0,12.55375,0.25,0.2,2.75,"phi=0.25,phi2=0.2"
2.3619333333333334,1.4570990342305343,1.0,10.85625,0.1,0.01,3.0,"phi=0.1,phi2=0.01"
2.4846,1.5162331087270189,3.0,11.1625,0.1,0.05,3.0,"phi=0.1,phi2=0.05"
2.5829,1.5752865104481786,3.0,11.484375,0.1,0.09,3.0,"phi=0.1,phi2=0.09"
2.5161333333333333,1.3334190572442792,3.0,12.55375,0.25,0.05,3.0,"phi=0.25,phi2=0.05"
2.5392333333333332,1.3824112071144228,3.0,12.478125,0.25,0.1,3.0,"phi=0.25,phi2=0.1"
