ARL,SDRL,MRL,L,Phi,Phi2,Delta,Parameter_string
7.530033333333333,3.4413415018306774,7.0,8.775,0.1,0.01,1.25,"phi=0.1,phi2=0.01"
7.8101,3.4910702260672632,7.0,8.960625,0.1,0.05,1.25,"phi=0.1,phi2=0.05"
8.1969,3.63934019523686,8.0,9.296875,0.1,0.09,1.25,"phi=0.1,phi2=0.09"
8.040966666666666,3.7259300940242497,7.0,10.296875,0.25,0.05,1.25,"phi=0.25,phi2=0.05"
8.356366666666666,3.919545398668349,8.0,10.3125,0.25,0.1,1.25,"phi=0.25,phi2=0.1"
9.1839,4.596935296839986,8.0,10.29688,0.25,0.2,1.25,"phi=0.25,phi2=0.2"
5.8648,2.6220833243815878,6.0,8.775,0.1,0.01,1.5,"phi=0.1,phi2=0.01"
6.113766666666667,2.69150957869784,6.0,8.960625,0.1,0.05,1.5,"phi=0.1,phi2=0.05"
6.410433333333334,2.7682324948521853,6.0,9.296875,0.1,0.09,1.5,"phi=0.1,phi2=0.09"
6.194566666666667,2.7432663886121027,6.0,10.296875,0.25,0.05,1.5,"phi=0.25,phi2=0.05"
6.391033333333334,2.7761591450939713,6.0,10.3125,0.25,0.1,1.5,"phi=0.25,phi2=0.1"
6.981,3.225591263629042,7.0,10.29688,0.25,0.2,1.5,"phi=0.25,phi2=0.2"
4.7992,2.1688428619888533,5.0,8.775,0.1,0.01,1.75,"phi=0.1,phi2=0.01"
4.931066666666666,2.2290016140764806,5.0,8.960625,0.1,0.05,1.75,"phi=0.1,phi2=0.05"
5.216933333333333,2.2953300261376115,5.0,9.296875,0.1,0.09,1.75,"phi=0.1,phi2=0.09"
5.032133333333333,2.1396341078688095,5.0,10.296875,0.25,0.05,1.75,"phi=0.25,phi2=0.05"
5.159766666666667,2.209639777329227,5.0,10.3125,0.25,0.1,1.75,"phi=0.25,phi2=0.1"
5.579666666666666,2.493816330223397,5.0,10.29688,0.25,0.2,1.75,"phi=0.25,phi2=0.2"
3.9839333333333333,1.9097317077420994,4.0,8.775,0.1,0.01,2.0,"phi=0.1,phi2=0.01"
4.1151333333333335,1.949019663545981,4.0,8.960625,0.1,0.05,2.0,"phi=0.1,phi2=0.05"
4.325833333333334,2.0106879350665587,5.0,9.296875,0.1,0.09,2.0,"phi=0.1,phi2=0.09"
4.174266666666667,1.810201958039182,4.0,10.296875,0.25,0.05,2.0,"phi=0.25,phi2=0.05"
4.280133333333334,1.8744755663621995,4.0,10.3125,0.25,0.1,2.0,"phi=0.25,phi2=0.1"
4.605266666666667,2.0603039247213557,5.0,10.29688,0.25,0.2,2.0,"phi=0.25,phi2=0.2"
3.3740666666666668,1.7470186401091687,4.0,8.775,0.1,0.01,2.25,"phi=0.1,phi2=0.01"
3.4836,1.7935619234733249,4.0,8.960625,0.1,0.05,2.25,"phi=0.1,phi2=0.05"
3.680266666666667,1.8379437592652887,4.0,9.296875,0.1,0.09,2.25,"phi=0.1,phi2=0.09"
3.5087,1.6271214797918438,4.0,10.296875,0.25,0.05,2.25,"phi=0.25,phi2=0.05"
3.615666666666667,1.6673995388695004,4.0,10.3125,0.25,0.1,2.25,"phi=0.25,phi2=0.1"
3.88,1.8292439239569263,4.0,10.29688,0.25,0.2,2.25,"phi=0.25,phi2=0.2"
2.864133333333333,1.6169127730201018,3.0,8.775,0.1,0.01,2.5,"phi=0.1,phi2=0.01"
2.971433333333333,1.655903764984212,4.0,8.960625,0.1,0.05,2.5,"phi=0.1,phi2=0.05"
3.1255,1.7079665541221818,4.0,9.296875,0.1,0.09,2.5,"phi=0.1,phi2=0.09"
2.9979,1.4869304814505173,3.0,10.296875,0.25,0.05,2.5,"phi=0.25,phi2=0.05"
3.0803666666666665,1.539753616293493,3.0,10.3125,0.25,0.1,2.5,"phi=0.25,phi2=0.1"
3.2842333333333333,1.6880100944274263,4.0,10.29688,0.25,0.2,2.5,"phi=0.25,phi2=0.2"
2.4510666666666667,1.4842300570404248,3.0,8.775,0.1,0.01,2.75,"phi=0.1,phi2=0.01"
2.5476,1.5304032932531217,3.0,8.960625,0.1,0.05,2.75,"phi=0.1,phi2=0.05"
2.6662,1.5917215711298254,3.0,9.296875,0.1,0.09,2.75,"phi=0.1,phi2=0.09"
2.58,1.3610535135205624,3.0,10.296875,0.25,0.05,2.75,"phi=0.25,phi2=0.05"
2.6449666666666665,1.4211209186960678,3.0,10.3125,0.25,0.1,2.75,"phi=0.25,phi2=0.1"
2.7878,1.5574887351117501,3.0,10.29688,0.25,0.2,2.75,"phi=0.25,phi2=0.2"
2.0832,1.3416449207347425,1.0,8.775,0.1,0.01,3.0,"phi=0.1,phi2=0.01"
2.1477,1.3904021156965107,1.0,8.960625,0.1,0.05,3.0,"phi=0.1,phi2=0.05"
2.2864666666666666,1.4657205903203003,1.0,9.296875,0.1,0.09,3.0,"phi=0.1,phi2=0.09"
2.2288,1.2528303529741498,3.0,10.296875,0.25,0.05,3.0,"phi=0.25,phi2=0.05"
2.285833333333333,1.2992559302239965,3.0,10.3125,0.25,0.1,3.0,"phi=0.25,phi2=0.1"
2.383366666666667,1.4351527208705777,3.0,10.29688,0.25,0.2,3.0,"phi=0.25,phi2=0.2"
