ARL,SDRL,MRL,L,Phi,Phi2,Delta,Parameter_string
11.1094,7.10351309611425,10.0,12.35156,0.25,0.1,1.0,"phi=0.25,phi2=0.1"
17.594733333333334,7.3925520353634,17.0,12.75,0.25,0.2,1.0,"phi=0.25,phi2=0.2"
5.972133333333334,3.594971967747299,5.0,10.93125,0.1,0.01,1.25,"phi=0.1,phi2=0.01"
6.696666666666666,3.469542076733214,6.0,11.0,0.1,0.05,1.25,"phi=0.1,phi2=0.05"
17.376733333333334,6.372085372588439,17.0,11.0,0.1,0.09,1.25,"phi=0.1,phi2=0.09"
7.2603,4.5450497514695405,6.0,12.23203,0.25,0.05,1.25,"phi=0.25,phi2=0.05"
7.6137,4.350931583389164,7.0,12.35156,0.25,0.1,1.25,"phi=0.25,phi2=0.1"
13.1765,5.22598772960672,13.0,12.75,0.25,0.2,1.25,"phi=0.25,phi2=0.2"
4.452066666666667,2.5406106343860633,4.0,10.93125,0.1,0.01,1.5,"phi=0.1,phi2=0.01"
5.2064,2.554825311705936,5.0,11.0,0.1,0.05,1.5,"phi=0.1,phi2=0.05"
13.616933333333334,5.169086953117435,14.0,11.0,0.1,0.09,1.5,"phi=0.1,phi2=0.09"
5.259733333333333,2.9939837333485224,5.0,12.23203,0.25,0.05,1.5,"phi=0.25,phi2=0.05"
5.676866666666666,2.9811605428460615,5.0,12.35156,0.25,0.1,1.5,"phi=0.25,phi2=0.1"
10.317633333333333,3.940441058082486,10.0,12.75,0.25,0.2,1.5,"phi=0.25,phi2=0.2"
3.4976,1.9048694373455974,3.0,10.93125,0.1,0.01,1.75,"phi=0.1,phi2=0.01"
4.1334333333333335,1.955341968102312,4.0,11.0,0.1,0.05,1.75,"phi=0.1,phi2=0.05"
10.802433333333333,4.282258058418349,11.0,11.0,0.1,0.09,1.75,"phi=0.1,phi2=0.09"
4.0961,2.1943103981281533,4.0,12.23203,0.25,0.05,1.75,"phi=0.25,phi2=0.05"
4.439133333333333,2.2083693642343643,4.0,12.35156,0.25,0.1,1.75,"phi=0.25,phi2=0.1"
8.317866666666667,3.1950942785603194,8.0,12.75,0.25,0.2,1.75,"phi=0.25,phi2=0.2"
2.8684333333333334,1.4931812389064572,3.0,10.93125,0.1,0.01,2.0,"phi=0.1,phi2=0.01"
3.4089,1.582055874487371,3.0,11.0,0.1,0.05,2.0,"phi=0.1,phi2=0.05"
8.7311,3.66968565275011,9.0,11.0,0.1,0.09,2.0,"phi=0.1,phi2=0.09"
3.2988,1.6714021738249196,3.0,12.23203,0.25,0.05,2.0,"phi=0.25,phi2=0.05"
3.6064666666666665,1.7151087960308007,3.0,12.35156,0.25,0.1,2.0,"phi=0.25,phi2=0.1"
6.829166666666667,2.676686254598315,7.0,12.75,0.25,0.2,2.0,"phi=0.25,phi2=0.2"
2.3992,1.2018483098960533,2.0,10.93125,0.1,0.01,2.25,"phi=0.1,phi2=0.01"
2.9019666666666666,1.3107591180516562,3.0,11.0,0.1,0.05,2.25,"phi=0.1,phi2=0.05"
7.095266666666666,3.1468700209714555,7.0,11.0,0.1,0.09,2.25,"phi=0.1,phi2=0.09"
2.7453,1.3417505642505492,3.0,12.23203,0.25,0.05,2.25,"phi=0.25,phi2=0.05"
3.0508333333333333,1.399517525990852,3.0,12.35156,0.25,0.1,2.25,"phi=0.25,phi2=0.1"
5.723733333333334,2.272929841025064,6.0,12.75,0.25,0.2,2.25,"phi=0.25,phi2=0.2"
2.066133333333333,0.9819163485529485,2.0,10.93125,0.1,0.01,2.5,"phi=0.1,phi2=0.01"
2.495433333333333,1.109494995732543,2.0,11.0,0.1,0.05,2.5,"phi=0.1,phi2=0.05"
5.801533333333333,2.7189111145620206,6.0,11.0,0.1,0.09,2.5,"phi=0.1,phi2=0.09"
2.3415666666666666,1.1089780034888979,2.0,12.23203,0.25,0.05,2.5,"phi=0.25,phi2=0.05"
2.5934666666666666,1.1695001705382042,2.0,12.35156,0.25,0.1,2.5,"phi=0.25,phi2=0.1"
4.801366666666667,1.9638172349335927,5.0,12.75,0.25,0.2,2.5,"phi=0.25,phi2=0.2"
1.8146666666666667,0.8351755637123385,2.0,10.93125,0.1,0.01,2.75,"phi=0.1,phi2=0.01"
2.1719333333333335,0.9645235069999878,2.0,11.0,0.1,0.05,2.75,"phi=0.1,phi2=0.05"
4.784366666666667,2.3460041770825746,5.0,11.0,0.1,0.09,2.75,"phi=0.1,phi2=0.09"
2.0472333333333332,0.9364128428328086,2.0,12.23203,0.25,0.05,2.75,"phi=0.25,phi2=0.05"
2.2652666666666668,0.9997500998860777,2.0,12.35156,0.25,0.1,2.75,"phi=0.25,phi2=0.1"
4.0811,1.7300258543347458,4.0,12.75,0.25,0.2,2.75,"phi=0.25,phi2=0.2"
1.6240333333333334,0.7178781690200333,2.0,10.93125,0.1,0.01,3.0,"phi=0.1,phi2=0.01"
1.9236333333333333,0.8396039535929359,2.0,11.0,0.1,0.05,3.0,"phi=0.1,phi2=0.05"
3.9400333333333335,2.023158586358359,4.0,11.0,0.1,0.09,3.0,"phi=0.1,phi2=0.09"
1.8079,0.8025361404115496,2.0,12.23203,0.25,0.05,3.0,"phi=0.25,phi2=0.05"
1.9957666666666667,0.8623313819073399,2.0,12.35156,0.25,0.1,3.0,"phi=0.25,phi2=0.1"
3.5066333333333333,1.543509852756229,3.0,12.75,0.25,0.2,3.0,"phi=0.25,phi2=0.2"
